Sex,Diet,Transport,Vehicle Monthly Distance Km,CarbonEmission
male,vegetarian,private,1485,4086
male,omnivore,walk/bicycle,24,2457
male,vegan,walk/bicycle,10,1556
male,vegetarian,public,486,2223
male,vegan,public,582,2001
female,vegan,walk/bicycle,81,1753
female,vegan,public,79,3231
male,vegan,public,1618,1738
female,vegan,public,1933,1522
female,omnivore,private,8463,4818
male,omnivore,walk/bicycle,31,501
male,vegan,walk/bicycle,69,2087
female,omnivore,public,1764,2554
female,vegetarian,private,7150,4286
male,vegan,walk/bicycle,49,2643
female,vegetarian,private,3121,2248
male,vegan,private,8476,3343
male,vegan,walk/bicycle,73,2454
male,vegan,private,7850,2326
female,pescatarian,walk/bicycle,70,822
male,omnivore,walk/bicycle,4,1138
male,pescatarian,walk/bicycle,3,2746
female,pescatarian,walk/bicycle,9,2821
female,pescatarian,private,8944,3422
male,pescatarian,walk/bicycle,79,1775
male,omnivore,walk/bicycle,21,1164
female,vegetarian,public,413,1586
male,omnivore,public,789,2263
female,vegetarian,public,1963,2247
female,pescatarian,public,145,563
male,pescatarian,private,6986,4187
female,omnivore,private,1737,2121
female,pescatarian,public,619,2499
female,vegetarian,walk/bicycle,33,1439
female,vegetarian,walk/bicycle,7,1836
female,omnivore,private,523,1491
female,vegan,private,3384,2199
female,vegan,private,9215,4471
male,pescatarian,private,6243,2587
female,pescatarian,public,263,1434
female,vegetarian,walk/bicycle,24,1659
female,omnivore,walk/bicycle,60,2669
male,vegetarian,private,1008,3206
male,omnivore,public,1208,2267
female,vegan,public,1840,1740
male,vegetarian,public,1083,1841
male,vegan,walk/bicycle,34,1266
male,pescatarian,walk/bicycle,66,1973
male,pescatarian,public,1753,2477
female,pescatarian,private,5441,775
female,omnivore,private,5263,2297
female,pescatarian,walk/bicycle,2,2342
female,pescatarian,walk/bicycle,9,1859
male,pescatarian,private,975,1484
female,vegetarian,public,720,2345
female,vegan,public,1215,2186
male,pescatarian,public,1612,3666
female,omnivore,public,1499,3298
female,pescatarian,public,1713,2167
male,vegetarian,walk/bicycle,59,1553
male,omnivore,private,3433,2013
female,vegan,walk/bicycle,59,3213
male,omnivore,public,350,2005
female,pescatarian,walk/bicycle,87,949
male,pescatarian,public,1655,1625
male,vegetarian,public,1486,2457
male,vegetarian,public,458,1479
female,omnivore,walk/bicycle,42,2640
female,vegan,private,8338,3780
male,vegan,public,688,1303
female,vegan,private,3847,2516
female,vegetarian,walk/bicycle,94,2842
male,omnivore,public,1376,3810
female,omnivore,public,1230,2076
male,pescatarian,private,1960,1286
female,vegetarian,public,1486,1819
male,omnivore,walk/bicycle,9,1681
female,vegetarian,walk/bicycle,1,941
female,vegetarian,public,173,1593
female,vegan,walk/bicycle,96,1848
male,vegetarian,public,957,1886
male,vegan,public,1066,1491
female,vegetarian,private,3890,2148
female,vegan,private,2453,2261
female,pescatarian,walk/bicycle,92,2012
female,vegan,private,6956,2713
male,pescatarian,walk/bicycle,19,2317
female,vegan,public,987,2395
male,omnivore,public,1620,2082
female,omnivore,public,1085,2216
female,vegan,walk/bicycle,83,2358
male,vegetarian,walk/bicycle,77,3531
female,omnivore,private,3730,2401
female,pescatarian,public,1193,1616
male,pescatarian,private,1707,2597
male,vegetarian,public,936,1261
female,vegan,public,405,2095
male,vegetarian,walk/bicycle,85,1220
male,pescatarian,walk/bicycle,70,2171
male,vegetarian,walk/bicycle,83,755
male,omnivore,private,2187,3923
male,vegan,private,5473,3905
female,pescatarian,public,238,1190
female,vegetarian,public,1886,1321
male,omnivore,public,635,2426
male,omnivore,walk/bicycle,31,2471
male,vegan,public,1968,1517
male,vegetarian,public,952,2130
female,vegan,walk/bicycle,97,2598
female,pescatarian,walk/bicycle,32,3256
female,vegan,private,4555,2067
male,pescatarian,walk/bicycle,70,3328
male,pescatarian,public,406,2696
male,pescatarian,private,589,1822
male,omnivore,public,1484,1397
female,pescatarian,private,8809,3807
female,vegan,private,9316,4797
female,vegan,walk/bicycle,70,931
female,vegan,public,630,2079
female,vegetarian,public,1319,1777
male,pescatarian,walk/bicycle,91,2466
male,vegetarian,private,2891,2447
female,vegetarian,private,4538,2249
female,vegetarian,walk/bicycle,64,1804
male,omnivore,walk/bicycle,36,1548
male,omnivore,public,647,2106
male,pescatarian,private,8242,5399
male,vegetarian,public,1274,2137
female,vegetarian,private,1817,1610
female,omnivore,public,631,2455
male,omnivore,walk/bicycle,11,3279
male,pescatarian,walk/bicycle,50,1279
female,omnivore,walk/bicycle,5,1845
male,pescatarian,private,5762,3962
female,pescatarian,public,1481,2636
male,pescatarian,walk/bicycle,25,1181
male,vegan,public,1792,1366
female,pescatarian,public,1047,2658
male,pescatarian,private,6414,3526
female,vegetarian,private,6105,545
female,pescatarian,public,423,2180
female,omnivore,private,6044,2232
male,pescatarian,private,9193,4007
male,vegan,private,2016,2942
female,omnivore,public,151,877
female,vegan,public,838,2181
female,omnivore,public,279,1561
female,vegan,walk/bicycle,69,1097
female,vegan,public,1808,3235
male,vegetarian,walk/bicycle,58,1718
male,vegan,public,1489,977
female,pescatarian,walk/bicycle,97,1253
female,vegetarian,walk/bicycle,46,1862
female,pescatarian,private,9410,3104
male,pescatarian,walk/bicycle,91,1520
female,vegetarian,walk/bicycle,65,2926
male,vegan,private,90,1408
male,omnivore,walk/bicycle,39,2247
female,vegan,private,5685,3110
male,omnivore,private,3544,2141
male,vegetarian,public,1978,1391
female,pescatarian,public,1403,1376
female,omnivore,private,5437,925
male,vegetarian,walk/bicycle,38,1101
female,vegan,public,850,2206
male,pescatarian,public,856,1394
male,vegan,public,1781,3031
female,vegetarian,walk/bicycle,83,3022
female,vegetarian,public,1955,1211
female,vegetarian,public,1477,1267
male,pescatarian,walk/bicycle,4,2664
male,vegetarian,walk/bicycle,24,1590
female,vegan,public,1006,1933
female,omnivore,private,5647,3338
male,vegan,walk/bicycle,55,2366
female,omnivore,walk/bicycle,98,1254
male,omnivore,public,880,1563
male,pescatarian,public,759,3257
male,vegetarian,walk/bicycle,46,2115
male,vegetarian,walk/bicycle,44,1381
female,omnivore,public,1425,1965
male,vegan,walk/bicycle,1,2478
male,vegetarian,walk/bicycle,38,1289
male,vegetarian,walk/bicycle,92,1476
male,omnivore,public,1332,2731
male,vegetarian,private,8641,2928
male,vegetarian,walk/bicycle,21,3308
male,vegan,private,2060,3067
male,vegan,walk/bicycle,99,1370
male,pescatarian,private,3899,3272
male,vegetarian,walk/bicycle,14,2351
female,vegan,walk/bicycle,39,1007
male,omnivore,public,1308,1942
male,vegan,private,6583,2912
female,omnivore,public,401,1720
male,vegetarian,public,1388,2232
female,omnivore,private,1841,2599
male,vegetarian,public,841,2290
female,pescatarian,private,9272,5707
female,pescatarian,public,1568,1749
female,vegan,walk/bicycle,48,443
male,vegan,private,1325,3491
female,vegetarian,private,7545,3531
female,vegetarian,walk/bicycle,74,2575
male,vegetarian,private,4762,4882
female,pescatarian,public,1944,1843
male,vegan,public,438,2268
male,vegetarian,walk/bicycle,86,1496
female,pescatarian,walk/bicycle,11,1961
male,vegan,private,4028,2619
female,vegan,private,4071,1983
female,pescatarian,public,1507,2046
female,omnivore,public,301,1150
female,vegan,public,141,1559
female,vegan,walk/bicycle,62,1168
male,vegan,public,1298,1619
female,pescatarian,private,1486,3522
male,vegan,walk/bicycle,19,1123
male,pescatarian,public,734,1204
male,omnivore,private,7266,4155
male,vegetarian,public,1454,2134
male,pescatarian,walk/bicycle,17,2307
male,vegetarian,private,3997,2963
female,pescatarian,walk/bicycle,31,1699
male,omnivore,private,8652,3395
male,vegetarian,public,1687,2331
female,vegetarian,public,1884,951
female,vegetarian,private,430,1287
male,pescatarian,public,76,1405
female,vegan,public,1210,2388
female,vegetarian,private,8083,3223
female,omnivore,public,977,1633
male,omnivore,private,4698,5679
female,omnivore,private,5698,2251
female,vegetarian,walk/bicycle,73,751
male,vegan,walk/bicycle,63,488
female,vegan,public,1997,1376
male,vegetarian,walk/bicycle,35,1449
male,vegetarian,private,5920,3363
female,vegetarian,private,140,2438
male,vegan,private,7000,3712
female,vegetarian,public,154,2364
female,vegan,private,5937,1935
male,vegetarian,walk/bicycle,34,1329
female,vegetarian,private,7097,3300
male,vegetarian,private,3532,3773
female,omnivore,walk/bicycle,7,1644
male,vegan,private,5186,2161
female,pescatarian,public,1166,1675
female,omnivore,walk/bicycle,54,2184
male,vegetarian,walk/bicycle,18,2751
female,pescatarian,public,931,2461
female,vegetarian,public,1946,1538
female,omnivore,private,9951,5747
male,vegan,public,397,2109
female,vegan,private,7999,1736
male,omnivore,walk/bicycle,76,3446
female,pescatarian,private,8720,4779
male,vegan,walk/bicycle,62,2253
male,pescatarian,public,1921,1535
female,vegan,private,2653,1025
male,omnivore,public,1024,3116
female,omnivore,walk/bicycle,55,2494
female,vegetarian,walk/bicycle,64,1092
male,vegetarian,public,1598,1091
male,omnivore,private,744,3184
male,vegan,private,2095,2482
female,vegan,walk/bicycle,62,2154
female,pescatarian,private,4325,1412
male,pescatarian,walk/bicycle,6,1927
female,pescatarian,public,1472,1840
male,vegetarian,private,4191,2400
female,pescatarian,public,293,1763
male,vegan,walk/bicycle,84,2682
female,omnivore,private,804,3533
female,omnivore,walk/bicycle,74,1422
male,vegan,public,466,3280
female,omnivore,public,466,1837
male,vegan,walk/bicycle,85,1425
female,omnivore,public,499,2828
male,vegetarian,public,453,1802
female,omnivore,private,6653,4059
female,vegan,public,1028,1640
female,pescatarian,walk/bicycle,76,2390
female,pescatarian,private,3789,2856
male,pescatarian,public,1556,1575
male,vegan,public,931,2005
male,pescatarian,private,7388,4879
female,pescatarian,private,1225,1234
female,pescatarian,public,406,1558
male,pescatarian,public,629,3108
male,vegetarian,private,2868,1962
male,omnivore,walk/bicycle,94,1431
female,vegan,private,1083,1864
male,omnivore,public,1078,2097
female,vegan,private,4145,2913
male,pescatarian,walk/bicycle,46,1692
female,vegetarian,private,3634,2938
male,vegetarian,public,1367,1299
male,vegetarian,public,685,2390
male,pescatarian,public,667,3131
female,pescatarian,walk/bicycle,74,2109
male,vegetarian,public,1941,533
female,vegetarian,private,4685,1535
male,pescatarian,public,767,2018
female,pescatarian,public,1692,1733
male,vegetarian,walk/bicycle,94,771
male,pescatarian,public,1855,1577
male,omnivore,public,700,1181
male,omnivore,walk/bicycle,10,1812
male,pescatarian,walk/bicycle,98,2165
female,pescatarian,walk/bicycle,83,2653
male,vegan,public,164,3027
female,vegetarian,walk/bicycle,62,2181
male,vegetarian,walk/bicycle,49,2023
female,vegan,public,1126,1223
male,pescatarian,private,9179,4261
female,pescatarian,walk/bicycle,66,1676
female,pescatarian,walk/bicycle,7,1742
female,pescatarian,public,756,2109
female,omnivore,walk/bicycle,76,2178
female,pescatarian,public,1110,1629
male,vegetarian,private,2165,3226
male,omnivore,public,1632,1353
female,vegan,public,1735,1572
female,vegan,public,341,1066
female,pescatarian,private,3722,1843
female,pescatarian,walk/bicycle,15,1918
male,vegetarian,private,3913,3229
female,vegetarian,walk/bicycle,94,1850
female,vegetarian,private,3116,2787
female,vegetarian,public,1031,1571
male,vegetarian,private,8782,2087
male,pescatarian,private,4384,4013
male,vegetarian,private,2943,2323
male,omnivore,private,3616,2860
male,vegetarian,walk/bicycle,32,2531
female,vegan,walk/bicycle,66,932
female,vegan,public,1040,1299
male,vegetarian,private,213,1263
male,pescatarian,public,1739,1732
female,vegetarian,walk/bicycle,70,3399
female,vegetarian,public,440,2129
female,vegan,private,30,2242
male,vegetarian,public,1307,2009
male,pescatarian,public,983,1781
male,vegetarian,walk/bicycle,58,2338
female,omnivore,private,8374,4213
female,vegetarian,walk/bicycle,85,2495
male,vegetarian,private,9742,5041
female,pescatarian,walk/bicycle,53,1930
female,omnivore,private,7282,843
male,pescatarian,private,8005,2568
female,vegan,public,961,2065
female,omnivore,public,1507,2383
male,omnivore,walk/bicycle,50,3044
female,omnivore,walk/bicycle,24,1433
female,vegetarian,private,9622,4437
female,pescatarian,walk/bicycle,98,1218
male,vegan,public,312,1992
male,omnivore,private,5413,2430
female,omnivore,walk/bicycle,60,1552
male,omnivore,walk/bicycle,34,2000
female,omnivore,public,826,1618
male,omnivore,private,1510,2431
female,vegan,walk/bicycle,11,1432
female,pescatarian,public,801,1562
female,vegetarian,public,1717,1517
female,vegan,private,5457,2251
male,vegetarian,walk/bicycle,42,2310
female,vegetarian,walk/bicycle,60,1171
male,omnivore,walk/bicycle,15,1168
male,pescatarian,private,1703,1595
female,omnivore,private,1088,1656
female,pescatarian,public,1764,1349
female,pescatarian,private,5808,3015
male,pescatarian,private,3873,4784
female,vegan,public,286,1470
male,omnivore,private,8305,2877
female,vegetarian,walk/bicycle,67,1302
male,pescatarian,walk/bicycle,94,2349
female,pescatarian,walk/bicycle,34,2423
female,pescatarian,walk/bicycle,82,924
male,pescatarian,walk/bicycle,75,1284
female,omnivore,walk/bicycle,72,1077
female,vegetarian,public,1759,2632
male,pescatarian,private,8699,4737
male,vegetarian,walk/bicycle,93,1023
male,vegan,public,773,1437
male,pescatarian,walk/bicycle,91,2111
male,pescatarian,public,449,2458
female,vegan,walk/bicycle,92,837
female,omnivore,private,5071,3317
female,pescatarian,walk/bicycle,71,1835
male,pescatarian,private,9351,4489
female,omnivore,public,683,2010
female,pescatarian,walk/bicycle,87,1214
female,omnivore,public,1301,2127
male,vegetarian,private,9789,6447
male,pescatarian,private,3438,2522
female,pescatarian,walk/bicycle,30,1223
male,vegan,private,5467,1424
female,vegetarian,private,5492,2815
female,vegan,walk/bicycle,56,2830
male,omnivore,private,4638,3395
male,omnivore,private,4770,3662
female,vegan,private,2157,2588
male,vegan,private,7561,4359
female,omnivore,private,8831,3032
female,vegan,walk/bicycle,31,1359
male,pescatarian,private,2576,2549
female,vegetarian,private,6830,1144
female,omnivore,walk/bicycle,23,1409
female,vegan,walk/bicycle,92,956
male,vegan,public,1301,1309
male,vegan,walk/bicycle,90,2677
male,pescatarian,public,1770,1438
female,vegetarian,private,1291,3363
female,pescatarian,private,3495,2572
male,vegetarian,walk/bicycle,55,2021
male,omnivore,public,834,2776
male,vegan,walk/bicycle,89,3586
female,pescatarian,public,1821,617
male,vegetarian,public,1337,2623
male,omnivore,public,1027,1928
female,omnivore,private,1937,2120
male,omnivore,private,2971,2679
male,vegan,walk/bicycle,23,1723
female,pescatarian,public,1619,2142
female,vegetarian,walk/bicycle,52,2773
female,vegan,public,1704,1884
male,pescatarian,walk/bicycle,76,2137
male,vegan,public,1346,2444
female,pescatarian,walk/bicycle,32,2974
female,pescatarian,walk/bicycle,30,1861
female,pescatarian,walk/bicycle,79,1214
female,vegetarian,private,2946,3004
male,vegetarian,private,6418,4155
female,vegetarian,private,4180,2232
female,pescatarian,private,4358,1185
male,pescatarian,private,449,802
male,omnivore,walk/bicycle,36,2916
male,vegan,private,9124,1678
male,vegetarian,walk/bicycle,38,1602
female,omnivore,private,4909,2690
male,vegan,public,1632,1323
male,vegan,walk/bicycle,24,1974
female,vegetarian,private,7909,2959
female,pescatarian,public,1813,1260
female,omnivore,walk/bicycle,13,1998
female,omnivore,private,8404,5071
female,pescatarian,public,1299,1717
male,vegetarian,private,4296,4053
female,pescatarian,private,6338,2068
female,vegan,private,8037,4652
male,vegan,private,3349,3560
male,omnivore,private,1444,2491
male,vegan,walk/bicycle,96,1425
male,vegetarian,public,542,3043
male,pescatarian,public,426,1779
male,vegetarian,public,1964,2760
female,pescatarian,private,3238,2189
male,vegan,public,205,1909
male,vegetarian,public,1121,1821
female,vegetarian,walk/bicycle,68,2470
male,vegan,walk/bicycle,3,2720
male,pescatarian,walk/bicycle,20,1592
male,vegetarian,walk/bicycle,10,1255
male,omnivore,walk/bicycle,89,1558
female,vegetarian,private,4268,3968
female,pescatarian,public,1876,1723
male,omnivore,public,275,1309
female,omnivore,public,257,2187
female,pescatarian,walk/bicycle,61,2257
male,vegetarian,walk/bicycle,82,2933
female,omnivore,walk/bicycle,34,1848
female,omnivore,walk/bicycle,61,2926
female,vegan,public,838,1344
male,vegetarian,public,950,1607
female,pescatarian,private,8021,3426
male,omnivore,walk/bicycle,56,2614
female,pescatarian,private,5878,3370
female,vegetarian,walk/bicycle,95,1803
male,pescatarian,walk/bicycle,88,2601
female,vegetarian,walk/bicycle,42,1766
male,vegan,public,1050,1783
female,vegan,public,1269,2100
male,pescatarian,private,3808,3434
female,vegan,walk/bicycle,24,1724
female,omnivore,private,1396,1033
male,pescatarian,public,132,1128
female,omnivore,public,1968,2243
male,vegetarian,private,1048,2425
male,vegan,private,2936,2791
male,vegan,private,4792,2662
female,pescatarian,walk/bicycle,82,1291
male,omnivore,walk/bicycle,1,1530
male,vegetarian,walk/bicycle,21,1363
female,vegan,private,9511,1797
male,pescatarian,public,672,2084
female,vegetarian,public,292,2603
male,vegan,walk/bicycle,33,1734
female,vegetarian,public,465,1854
male,vegetarian,private,8034,4223
male,vegan,public,1901,1790
female,pescatarian,private,4458,2021
male,omnivore,private,9562,4300
male,vegetarian,walk/bicycle,22,2706
male,vegan,walk/bicycle,72,1495
male,vegan,private,7246,3757
female,omnivore,private,7840,3925
male,vegetarian,public,434,1616
female,omnivore,private,2052,2279
female,vegetarian,walk/bicycle,54,1061
female,pescatarian,walk/bicycle,29,1168
female,omnivore,walk/bicycle,4,1167
female,vegan,walk/bicycle,85,2672
female,pescatarian,private,5602,3094
male,pescatarian,walk/bicycle,43,656
female,vegetarian,walk/bicycle,53,1943
female,pescatarian,private,8091,2728
male,vegetarian,public,117,1501
male,pescatarian,public,136,2182
male,vegetarian,private,8522,4598
female,vegan,public,1877,2164
male,vegan,walk/bicycle,38,1223
male,vegetarian,public,542,1687
female,pescatarian,walk/bicycle,37,2081
female,pescatarian,public,1843,2931
female,vegan,public,880,1707
male,vegan,walk/bicycle,29,3343
female,vegetarian,public,944,1654
male,vegan,private,5556,3114
male,vegetarian,walk/bicycle,39,2158
female,pescatarian,public,1287,1410
female,vegan,public,1778,1444
female,vegan,walk/bicycle,6,723
male,vegetarian,public,695,1651
female,pescatarian,walk/bicycle,72,955
male,vegan,private,4771,2014
male,vegetarian,private,8567,4994
female,omnivore,walk/bicycle,57,1767
male,omnivore,walk/bicycle,89,2686
male,vegan,public,1067,1629
male,pescatarian,walk/bicycle,3,1943
female,vegetarian,public,1122,976
male,vegetarian,public,1373,1714
female,omnivore,private,2847,3121
male,pescatarian,public,1719,1681
male,vegan,private,3337,3361
female,vegan,private,197,915
male,vegan,walk/bicycle,92,2096
female,omnivore,private,7070,3995
male,vegan,private,681,1178
male,pescatarian,private,9245,4151
female,pescatarian,public,1392,1936
female,vegan,private,2663,1781
female,omnivore,walk/bicycle,88,1654
female,vegan,public,5,2188
male,omnivore,private,6138,3647
male,pescatarian,public,1990,3758
male,omnivore,walk/bicycle,82,2061
male,vegan,public,53,1635
female,vegetarian,public,1714,884
female,vegan,private,6859,3895
female,pescatarian,public,1957,1204
female,pescatarian,private,6087,3284
male,vegan,private,1810,3118
female,vegetarian,private,7666,4102
female,omnivore,public,877,1264
female,vegan,private,9075,3719
female,omnivore,public,489,1678
female,vegan,walk/bicycle,59,3140
male,vegan,public,527,2201
male,vegetarian,public,910,3184
male,vegetarian,private,174,2400
female,vegan,walk/bicycle,96,1035
female,omnivore,walk/bicycle,47,3171
male,vegan,public,253,2472
female,vegetarian,public,1637,1582
male,pescatarian,walk/bicycle,82,1535
female,pescatarian,private,5156,4368
female,vegetarian,public,207,1801
female,omnivore,walk/bicycle,29,2875
female,vegan,private,3197,2257
female,vegetarian,public,1445,3007
male,vegetarian,walk/bicycle,51,2840
male,vegetarian,private,6231,5952
male,vegan,private,2887,2224
male,omnivore,private,3749,2099
male,vegan,public,667,2254
male,vegetarian,private,7158,5920
female,vegetarian,private,7826,2352
male,omnivore,public,1542,2563
male,pescatarian,walk/bicycle,26,2059
female,pescatarian,walk/bicycle,37,2283
female,vegetarian,walk/bicycle,7,1070
female,vegetarian,public,1178,1207
male,omnivore,public,1654,2443
male,omnivore,private,171,2751
female,vegan,private,3431,2477
female,omnivore,walk/bicycle,55,1296
male,omnivore,public,932,1061
female,vegan,walk/bicycle,38,2110
male,omnivore,walk/bicycle,92,1293
male,pescatarian,public,1228,1498
female,vegetarian,public,1897,1642
male,vegan,private,5221,4646
male,pescatarian,private,5174,2009
female,vegetarian,public,1563,2970
male,pescatarian,public,1565,2363
male,vegetarian,private,6693,1936
female,vegan,private,4129,2393
male,omnivore,private,9460,5703
male,omnivore,public,1573,1864
female,vegetarian,public,1105,2254
female,omnivore,walk/bicycle,22,1934
female,pescatarian,public,612,1332
male,vegetarian,public,1940,2025
female,omnivore,walk/bicycle,15,1622
female,vegan,walk/bicycle,47,1273
male,vegan,walk/bicycle,21,1962
female,vegan,public,1926,1995
male,vegan,walk/bicycle,19,1850
female,vegetarian,private,1122,1866
male,vegetarian,walk/bicycle,50,2035
female,omnivore,private,9525,4642
female,pescatarian,public,1660,2253
male,omnivore,walk/bicycle,56,2752
male,vegan,private,8374,4578
female,vegan,public,1466,886
male,vegan,private,325,2380
female,omnivore,walk/bicycle,92,2526
female,vegetarian,public,719,1582
female,pescatarian,walk/bicycle,3,1586
male,pescatarian,private,1441,1803
male,vegetarian,walk/bicycle,10,1280
female,pescatarian,private,6311,3752
male,vegetarian,walk/bicycle,64,3073
male,pescatarian,public,1004,1905
male,vegan,public,1558,3264
female,vegetarian,public,473,1212
male,omnivore,public,1943,1804
male,pescatarian,walk/bicycle,64,1546
male,vegetarian,public,1043,1339
female,omnivore,public,141,2100
female,pescatarian,walk/bicycle,37,1778
male,pescatarian,public,224,1319
female,omnivore,public,884,2992
male,vegetarian,walk/bicycle,14,2623
female,vegan,public,1644,1590
female,pescatarian,public,238,1167
female,vegetarian,private,4240,1050
male,pescatarian,public,1980,2452
male,vegetarian,walk/bicycle,54,1296
female,vegan,walk/bicycle,95,1085
male,omnivore,private,5038,4085
male,pescatarian,walk/bicycle,48,1426
male,vegan,walk/bicycle,90,1615
female,vegan,public,1730,1145
male,omnivore,walk/bicycle,98,1698
male,vegan,walk/bicycle,75,1554
female,pescatarian,walk/bicycle,7,1418
female,pescatarian,public,822,1226
male,vegan,walk/bicycle,3,2664
female,pescatarian,walk/bicycle,7,1338
male,vegan,public,1981,1651
male,vegetarian,walk/bicycle,45,2996
male,vegetarian,private,3233,2923
female,vegetarian,public,1697,3904
male,vegan,walk/bicycle,94,2675
male,vegan,walk/bicycle,88,2778
male,vegan,public,512,1842
female,vegetarian,public,696,1349
female,omnivore,walk/bicycle,7,1638
male,omnivore,private,2416,4267
male,omnivore,private,9315,6142
female,omnivore,walk/bicycle,46,2631
male,omnivore,public,196,2176
male,vegan,walk/bicycle,58,1279
female,pescatarian,walk/bicycle,43,2666
female,pescatarian,public,1445,2022
female,vegan,private,725,2183
male,omnivore,walk/bicycle,73,2322
male,vegetarian,walk/bicycle,70,1383
male,omnivore,walk/bicycle,13,1350
male,vegan,private,5917,1671
female,vegan,walk/bicycle,81,1929
female,omnivore,public,334,2065
male,omnivore,private,6580,3759
female,pescatarian,public,1653,2804
female,vegetarian,walk/bicycle,54,1854
male,pescatarian,private,2824,2259
male,omnivore,private,4019,2429
female,vegetarian,walk/bicycle,8,1662
female,vegan,public,1888,1600
female,pescatarian,walk/bicycle,45,819
female,pescatarian,walk/bicycle,63,1201
female,pescatarian,private,452,1161
female,vegan,walk/bicycle,57,2553
male,vegan,walk/bicycle,25,1856
male,omnivore,walk/bicycle,95,2791
female,pescatarian,walk/bicycle,95,1111
female,pescatarian,walk/bicycle,60,2000
male,pescatarian,private,3106,1918
male,omnivore,walk/bicycle,64,1622
female,omnivore,private,6809,1368
male,vegan,private,8258,2887
male,vegan,walk/bicycle,59,1674
male,vegan,public,1005,1664
female,vegetarian,walk/bicycle,64,1902
female,omnivore,private,4110,2102
female,vegan,public,701,2219
female,vegetarian,walk/bicycle,0,2246
male,omnivore,private,1194,2671
female,vegetarian,private,942,1812
male,pescatarian,public,882,3293
male,vegetarian,private,4870,2830
male,pescatarian,walk/bicycle,61,2483
female,pescatarian,walk/bicycle,70,2755
male,vegetarian,walk/bicycle,59,1688
female,vegetarian,private,179,1386
female,pescatarian,public,736,1768
female,vegan,private,9191,2369
female,vegetarian,walk/bicycle,34,1539
female,vegan,private,7319,4087
female,vegan,walk/bicycle,12,1916
female,pescatarian,walk/bicycle,76,1017
male,pescatarian,walk/bicycle,31,2645
female,pescatarian,private,357,1596
male,pescatarian,public,1962,1840
female,vegetarian,private,4733,2356
male,omnivore,public,1869,3941
female,omnivore,public,788,1675
female,vegan,private,5016,3704
female,vegetarian,private,1427,1214
male,vegan,walk/bicycle,72,4102
female,pescatarian,walk/bicycle,91,1482
male,vegan,public,205,1704
female,pescatarian,private,7366,5254
female,vegan,private,5816,1696
male,omnivore,walk/bicycle,21,1300
male,omnivore,private,2222,5150
female,vegetarian,walk/bicycle,20,1238
male,vegan,walk/bicycle,82,2876
female,vegan,public,1240,1468
female,vegetarian,public,1931,1625
male,vegan,private,664,1996
female,pescatarian,private,8246,4099
male,vegan,public,37,1255
male,vegetarian,private,6159,1432
female,omnivore,private,9131,3234
female,pescatarian,public,337,1163
female,pescatarian,walk/bicycle,98,2678
male,vegan,private,9197,2366
female,vegan,public,1043,1532
male,vegan,public,421,3301
male,vegetarian,walk/bicycle,30,2233
male,pescatarian,walk/bicycle,28,2271
male,omnivore,walk/bicycle,78,3371
male,vegetarian,public,1044,1220
male,omnivore,private,5000,4219
male,vegetarian,private,2948,4061
female,omnivore,walk/bicycle,40,2926
male,vegetarian,private,5469,1601
female,vegan,public,1863,2562
female,vegetarian,private,8263,4726
male,omnivore,private,9616,5314
female,omnivore,public,685,1934
male,pescatarian,public,1791,2061
male,omnivore,public,722,1084
female,vegan,public,870,1198
male,pescatarian,private,7961,4159
female,vegan,private,7713,3599
male,pescatarian,walk/bicycle,56,1728
female,vegetarian,walk/bicycle,4,2340
female,omnivore,private,5788,1172
male,vegetarian,walk/bicycle,42,1566
male,pescatarian,public,1772,1983
male,vegan,public,123,956
female,vegan,private,3782,3207
female,vegetarian,walk/bicycle,80,611
male,vegan,private,2323,2079
male,vegan,private,6081,2803
female,vegan,walk/bicycle,1,1389
male,omnivore,private,5192,4276
male,omnivore,private,7794,3339
male,omnivore,walk/bicycle,97,2491
female,pescatarian,public,84,1183
female,omnivore,public,911,2048
female,omnivore,private,2856,3522
female,vegan,public,1600,1447
female,pescatarian,public,1480,2093
male,omnivore,private,2243,1761
female,pescatarian,private,8904,2235
female,pescatarian,walk/bicycle,15,1825
male,omnivore,public,1152,1765
male,vegan,public,1636,1423
female,omnivore,public,918,2956
male,vegan,walk/bicycle,4,1554
female,pescatarian,public,1381,1352
female,vegetarian,private,3436,2785
female,omnivore,public,1678,3019
female,omnivore,walk/bicycle,26,1420
female,pescatarian,public,576,1389
female,omnivore,private,5177,3238
male,vegan,walk/bicycle,90,3781
male,omnivore,walk/bicycle,20,946
male,pescatarian,public,180,1338
male,vegan,walk/bicycle,7,924
male,omnivore,walk/bicycle,2,2787
male,vegetarian,public,381,2187
female,vegan,public,959,1361
female,vegan,public,1563,2744
female,vegan,walk/bicycle,21,917
male,vegan,public,389,1683
female,vegetarian,walk/bicycle,68,1395
male,vegetarian,private,8277,4584
female,omnivore,walk/bicycle,40,1790
male,vegan,public,1463,609
male,vegetarian,public,1234,2286
female,pescatarian,public,1783,1618
male,vegetarian,private,7003,3310
female,omnivore,private,9787,3277
female,vegetarian,walk/bicycle,91,1654
male,vegetarian,private,5997,1547
female,vegan,private,8394,3812
female,vegetarian,private,7755,1367
male,pescatarian,private,3841,3824
female,vegan,private,9819,4086
male,vegan,walk/bicycle,14,1341
female,vegan,private,6440,1373
male,pescatarian,walk/bicycle,49,1737
male,pescatarian,public,1727,2702
